Date,KOSPI,FX,US_10Y,KR_1M,US_1M,KR_10Y,SPX,Returns_SPX,VIX,Yield_Spread,Swap_Point_Proxy,FX_MA_Divergence,VIX_Change,,,,,
2007-08-01,234.36,1119.5,4.7919,4.95,5.0731,5.32,1465.81,0.007242642,17.15637838,0.5281,-0.010258333,0.006391643,0.015174811,,,,,
2007-08-02,233.84,1122.9,4.7695,4.95,5.0212,5.33,1472.2,0.004359364,16.7634138,0.5605,-0.005933333,0.008976467,-0.022904868,,,,,
2007-08-03,236.91,1116.3,4.6862,4.95,4.9284,5.33,1433.06,-0.026586062,18.69040893,0.6438,0.0018,0.0029154,0.114952429,,,,,
2007-08-06,233.92,1120.5,4.7421,4.95,4.9571,5.33,1467.67,0.024151117,20.78688186,0.5879,-0.000591667,0.006087706,0.112168382,,,,,
2007-08-07,234.5,1126.5,4.7698,4.95,4.9717,5.39,1476.71,0.006159423,20.94649703,0.6202,-0.001808333,0.010739953,0.007678649,,,,,
2007-08-08,240.07,1123.5,4.8788,4.95,5.0424,5.42,1497.49,0.014071822,21.54454741,0.5412,-0.0077,0.007564581,0.028551332,,,,,
2007-08-09,241,1126,4.7778,5.12,4.6832,5.49,1453.09,-0.029649614,23.61889222,0.7122,0.0364,0.009652674,0.096281661,,,,,
2007-08-10,230.68,1133.5,4.8056,5.12,4.3756,5.35,1453.64,0.000378504,23.25016315,0.5444,0.062033333,0.015758369,-0.015611615,,,,,
2007-08-13,233.88,1136.7,4.7659,5.12,4.6092,5.36,1452.92,-0.000495308,23.10911715,0.5941,0.042566667,0.017408816,-0.006066452,,,,,
2007-08-14,230.45,1133.2,4.7263,5.12,4.5831,5.38,1426.54,-0.01815654,22.4811381,0.6537,0.044741667,0.013296612,-0.027174515,,,,,
2007-08-16,215.67,1130.1,4.6572,5.12,3.4173,5.34,1411.27,-0.010704221,22.4726946,0.6828,0.141891667,0.009946647,-0.000375582,,,,,
2007-08-17,208.57,1131.8,4.6837,5.12,4.0124,5.35,1445.94,0.024566525,24.49616555,0.6663,0.0923,0.01081098,0.090041314,,,,,
2007-08-20,219.72,1142.1,4.6257,5.12,3.0204,5.38,1445.55,-0.000269721,24.51253928,0.7543,0.174966667,0.01895428,0.00066842,,,,,
2007-08-21,220.18,1144.5,4.5963,5.12,3.0099,5.38,1447.12,0.001086092,24.41638885,0.7837,0.175841667,0.01990349,-0.0039225,,,,,
2007-08-22,223.24,1147.7,4.6511,5.12,3.1315,5.4,1464.07,0.011712919,24.68494713,0.7489,0.165708333,0.02073578,0.010999099,,,,,
2007-08-23,228.6,1146.2,4.6461,5.12,3.8492,5.44,1462.5,-0.001072353,24.56800176,0.7939,0.1059,0.01767299,-0.004737518,,,,,
2007-08-24,227.18,1155,4.6195,5.12,4.2502,5.46,1479.37,0.011535043,24.17120974,0.8405,0.072483333,0.023002046,-0.016150765,,,,,
2007-08-27,228.65,1154.4,4.5725,5.13,4.6885,5.49,1466.79,-0.00850362,24.22139756,0.9175,0.036791667,0.020238621,0.002076347,,,,,
2007-08-28,232.38,1152.8,4.5101,5.13,4.4246,5.5,1432.36,-0.023473026,24.2360203,0.9899,0.058783333,0.016825068,0.000603712,,,,,
2007-08-29,232.32,1161,4.5646,5.13,3.9826,5.51,1463.76,0.021921863,24.89524062,0.9454,0.095616667,0.02181815,0.027200023,,,,,
2007-08-30,234.22,1170.4,4.508,5.13,3.7853,5.53,1457.64,-0.004181013,24.67880096,1.022,0.112058333,0.027789121,-0.008694018,,,,,
2007-08-31,238.28,1167.8,4.5331,5.13,4.1812,5.55,1473.99,0.011216761,24.57781522,1.0169,0.079066667,0.023488168,-0.004092003,,,,,
2007-09-03,238.72,1166.5,4.5565,5.14,3.7618,5.56,1473.99,0,24.46830346,1.0035,0.11485,0.020104765,-0.004455716,,,,,
2007-09-04,237.91,1160.5,4.5506,5.15,4.5498,5.56,1489.42,0.010468185,24.67440216,1.0094,0.050016667,0.013085874,0.008423089,,,,,
2007-09-05,236.61,1170.4,4.4669,5.15,4.4828,5.55,1472.29,-0.011501121,23.15829855,1.0831,0.0556,0.019774245,-0.061444391,,,,,
2007-09-06,239.61,1172.2,4.5076,5.15,4.2866,5.54,1478.55,0.00425188,21.74109827,1.0324,0.07195,0.019180274,-0.061196217,,,,,
2007-09-07,238.92,1167.5,4.3835,5.15,4.0175,5.51,1453.55,-0.016908458,22.40276324,1.1265,0.094375,0.013265753,0.030433834,,,,,
2007-09-10,232.44,1164,4.3258,5.15,3.9421,5.51,1451.7,-0.001272746,21.78847683,1.1842,0.100658333,0.008892818,-0.027420118,,,,,
2007-09-11,234.12,1171,4.3737,5.16,4.0975,5.51,1471.49,0.013632293,19.87573367,1.1363,0.088541667,0.013453575,-0.087786915,,,,,
2007-09-12,229.44,1168.1,4.4102,5.16,4.0031,5.51,1471.56,4.76E-05,19.8765855,1.0998,0.096408333,0.009419288,4.29E-05,,,,,
2007-09-13,233.86,1166.7,4.4702,5.16,4.0384,5.51,1483.95,0.008419636,20.04421638,1.0398,0.093466667,0.006617603,0.008433585,,,,,
2007-09-14,236.54,1163.7,4.4602,5.17,3.8463,5.51,1484.25,0.000202163,18.86288436,1.0498,0.110308333,0.002649435,-0.058936304,,,,,
2007-09-17,236.72,1180,4.464,5.17,3.7761,5.51,1476.65,-0.005120431,18.50748065,1.046,0.116158333,0.0150363,-0.01884143,,,,,
2007-09-18,232.42,1182.8,4.4717,5.17,3.7859,5.47,1519.78,0.029208005,19.2352009,0.9983,0.115341667,0.015771597,0.03932033,,,,,
2007-09-19,241.08,1174.6,4.5419,5.17,3.5735,5.47,1529.03,0.006086407,19.25214616,0.9281,0.133041667,0.00756575,0.00088095,,,,,
2007-09-20,242.42,1183,4.6996,5.17,3.4352,5.47,1518.75,-0.006723217,19.50680676,0.7704,0.144566667,0.013172094,0.013227648,,,,,
2007-09-21,243.45,1182,4.6243,5.17,3.3122,5.56,1525.75,0.004609053,19.24050578,0.9357,0.154816667,0.011146565,-0.013651695,,,,,
2007-09-27,247.1,1182.5,4.567,5.17,3.2742,5.61,1531.38,0.003689989,19.21831092,1.043,0.157983333,0.010359927,-0.001153548,,,,,
2007-09-28,247.2,1190,4.5885,5.17,3.3991,5.6,1526.75,-0.003023417,18.99679159,1.0115,0.147575,0.015154811,-0.011526472,,,,,
2007-10-01,249.3,1194,4.5491,5.17,3.4824,5.6,1547.03,0.013283118,19.05072826,1.0509,0.140633333,0.017135409,0.002839251,,,,,
2007-10-02,256.8,1202.5,4.5235,5.17,3.5893,5.61,1546.63,-0.00025856,16.73302977,1.0865,0.131725,0.022977652,-0.121659312,,,,,
2007-10-04,254.92,1183,4.5117,5.17,3.5885,5.61,1542.84,-0.002450489,15.50993384,1.0983,0.131791667,0.005738576,-0.073094708,,,,,
2007-10-05,253.63,1187.1,4.6356,5.17,3.5549,5.59,1557.59,0.009560291,15.50329151,0.9544,0.134591667,0.008341261,-0.000428263,,,,,
2007-10-08,255.87,1180,4.6455,5.17,3.5362,5.55,1552.58,-0.003216508,15.36145942,0.9045,0.13615,0.001481004,-0.009148515,,,,,
2007-10-09,256.19,1177,4.6485,5.17,3.6352,5.58,1565.15,0.008096201,15.45325478,0.9315,0.1279,-0.001344833,0.005975693,,,,,
2007-10-10,259.79,1182.5,4.6514,5.17,3.6706,5.58,1562.47,-0.001712296,15.27455001,0.9286,0.12495,0.002883555,-0.011564216,,,,,
2007-10-11,261.82,1176,4.6375,5.17,3.9771,5.58,1554.41,-0.005158499,14.73190788,0.9425,0.099408333,-0.002988491,-0.035525899,,,,,
2007-10-12,257.31,1184,4.6852,5.17,4.0866,5.61,1561.8,0.004754215,14.74001003,0.9248,0.090283333,0.002943606,0.000549973,,,,,
2007-10-15,257.68,1190.3,4.6792,5.17,4.2181,5.64,1548.71,-0.008381355,13.63113815,0.9608,0.079325,0.007456686,-0.075228706,,,,,
2007-10-16,253.43,1191.3,4.6453,5.17,4.118,5.61,1538.53,-0.006573213,13.94136059,0.9647,0.087666667,0.007314083,0.022758367,,,,,
2007-10-17,250.48,1204.3,4.5562,5.17,3.7218,5.57,1541.24,0.001761422,13.39034131,1.0138,0.120683333,0.016690164,-0.039524068,,,,,
2007-10-18,252.6,1197.5,4.4932,5.17,3.2538,5.6,1540.08,-0.000752641,13.40808026,1.1068,0.159683333,0.009509197,0.001324757,,,,,
2007-10-19,248.35,1193.5,4.3944,5.17,3.3684,5.6,1500.63,-0.025615552,16.15180707,1.2056,0.150133333,0.00556494,0.204632338,,,,,
2007-10-22,239.94,1186.5,4.4128,5.17,3.6407,5.48,1506.33,0.003798405,16.18813159,1.0672,0.127441667,-0.000488594,0.002248945,,,,,
2007-10-23,244.9,1186,4.4049,5.17,3.8242,5.48,1519.59,0.008802852,16.27088327,1.0751,0.11215,-0.001389298,0.005111873,,,,,
2007-10-24,243.31,1182.5,4.3427,5.17,3.8219,5.46,1515.88,-0.002441448,12.95776852,1.1173,0.112341667,-0.004315335,-0.203622305,,,,,
2007-10-25,248.8,1181.5,4.3863,5.17,3.9059,5.47,1514.4,-0.000976331,12.77329366,1.0837,0.105341667,-0.00513641,-0.014236622,,,,,
2007-10-26,255.65,1174.5,4.4045,5.17,3.9566,5.49,1535.28,0.013787639,13.42563549,1.0855,0.101116667,-0.010697439,0.051070761,,,,,
2007-10-29,260.4,1167.5,4.385,5.17,3.9604,5.51,1540.98,0.003712678,13.39632199,1.125,0.1008,-0.015660898,-0.002183398,,,,,
2007-10-30,258.87,1162,4.38,5.17,3.9242,5.51,1531.02,-0.006463419,13.54481384,1.13,0.103816667,-0.018974651,0.011084524,,,,,
2007-10-31,260.42,1176.5,4.4728,5.17,3.998,5.57,1549.38,0.011992005,14.08207791,1.0972,0.097666667,-0.0056416,0.039665667,,,,,
2007-11-01,260.76,1182.5,4.3497,5.17,3.9055,5.58,1508.44,-0.026423473,16.09507038,1.2303,0.105375,-0.000549381,0.142947119,,,,,
2007-11-02,254.74,1189.5,4.3252,5.17,3.7415,5.56,1509.65,0.000802153,16.1057098,1.2348,0.119041667,0.005265071,0.000661036,,,,,
2007-11-05,253.91,1194,4.3396,5.17,3.9038,5.56,1502.17,-0.004954791,16.154073,1.2204,0.105516667,0.008471498,0.003002861,,,,,
2007-11-06,259.24,1194,4.3765,5.17,3.9289,5.51,1520.27,0.012049235,16.37283153,1.1335,0.103425,0.007748012,0.013542004,,,,,
2007-11-07,258.74,1181.5,4.3191,5.17,3.7652,5.52,1475.62,-0.029369783,18.97401039,1.2009,0.117066667,-0.002760029,0.158871657,,,,,
2007-11-08,249.97,1177,4.2849,5.17,3.5808,5.44,1474.77,-0.000576029,18.63104886,1.1551,0.132433333,-0.006600159,-0.018075332,,,,,
2007-11-09,252.21,1183,4.225,5.17,3.4348,5.42,1453.7,-0.014286974,19.03806468,1.195,0.1446,-0.001493961,0.021846103,,,,,
2007-11-12,243.89,1168,4.225,5.17,3.4348,5.42,1439.18,-0.009988306,19.16726805,1.195,0.1446,-0.013225982,0.006786582,,,,,
2007-11-13,244.73,1167,4.266,5.17,3.7782,5.45,1481.05,0.029092956,21.97756224,1.184,0.115983333,-0.013057745,0.146619444,,,,,
2007-11-14,250.21,1157,4.2539,5.17,3.811,5.45,1470.58,-0.007069309,21.93857894,1.1961,0.11325,-0.019553842,-0.001773777,,,,,
2007-11-15,247.39,1161.5,4.1441,5.17,3.7802,5.44,1451.15,-0.013212474,22.20867376,1.2959,0.115816667,-0.014236914,0.012311409,,,,,
2007-11-16,244.13,1144,4.167,5.17,3.8437,5.45,1458.74,0.005230335,22.32043307,1.283,0.110525,-0.027045416,0.005032237,,,,,
2007-11-19,239.78,1149.5,4.0714,5.18,3.7608,5.6,1433.27,-0.017460274,22.88142348,1.5286,0.118266667,-0.020827122,0.025133491,,,,,
2007-11-20,236.91,1146,4.1018,5.18,3.5689,5.63,1439.7,0.004486245,21.56708261,1.5282,0.134258333,-0.022142583,-0.057441394,,,,,
2007-11-21,228.84,1127,4.0067,5.19,3.5122,5.63,1416.77,-0.015926929,21.98254968,1.6233,0.139816667,-0.036072444,0.019263944,,,,,
2007-11-22,228.1,1133,4.0067,5.2,3.5122,5.75,1416.77,0,21.62929911,1.7433,0.14065,-0.028926505,-0.01606959,,,,,
2007-11-23,225.54,1123.5,4.0008,5.2,3.6699,5.72,1440.7,0.016890533,22.66379584,1.7192,0.127508333,-0.034959629,0.04782849,,,,,
2007-11-26,236.01,1132,3.8391,5.21,3.5309,5.67,1407.22,-0.023238703,23.74480293,1.8309,0.139925,-0.026173732,0.04769753,,,,,
2007-11-27,236.38,1137,3.9496,5.21,3.625,5.68,1428.23,0.014930146,23.84595961,1.7304,0.132083333,-0.020819429,0.004260161,,,,,
2007-11-28,232.87,1138,4.0404,5.22,3.5403,5.75,1469.02,0.028559826,26.08454531,1.7096,0.139975,-0.018330817,0.093876939,,,,,
2007-11-29,238.68,1128,3.9401,5.22,3.4045,5.86,1469.72,0.000476508,26.04912777,1.9199,0.151291667,-0.024664404,-0.001357798,,,,,
2007-11-30,241.91,1132.5,3.9398,5.24,3.6776,5.86,1481.14,0.007770188,25.82049476,1.9202,0.1302,-0.018354389,-0.008776993,,,,,
2007-12-03,241.61,1133.5,3.8534,5.25,3.6279,5.74,1472.42,-0.005887357,24.37685872,1.8866,0.135175,-0.014904619,-0.055910472,,,,,
2007-12-04,244.04,1131.5,3.8964,5.25,3.7093,5.75,1462.79,-0.006540253,24.43882539,1.8536,0.128391667,-0.013964837,0.002542029,,,,,
2007-12-05,247.03,1144.5,3.9585,5.26,3.1672,5.83,1485.01,0.01519015,25.02327284,1.8715,0.1744,-0.001025596,0.023914711,,,,,
2007-12-06,249.63,1138.5,4.0095,5.27,3.0929,5.84,1507.34,0.015036936,25.22133964,1.8305,0.181425,-0.004590164,0.007915304,,,,,
2007-12-07,247.38,1140.5,4.1067,5.28,3.016,5.95,1504.66,-0.001777966,23.03489303,1.8433,0.188666667,-0.000985437,-0.086690344,,,,,
2007-12-10,244.25,1133.5,4.1625,5.28,3.0434,6,1515.96,0.007510002,23.13144481,1.8375,0.186383333,-0.005614528,0.004191544,,,,,
2007-12-11,246.85,1133.5,3.9722,5.28,2.8339,6,1477.65,-0.025271115,24.29230577,2.0278,0.203841667,-0.0041512,0.050185407,,,,,
2007-12-12,247.15,1138.5,4.0961,5.29,2.8352,6,1486.59,0.006050147,24.03838722,1.9039,0.204566667,0.001055131,-0.010452633,,,,,
2007-12-13,245.21,1142,4.2011,5.29,2.6844,5.83,1488.41,0.001224278,21.97297361,1.6289,0.217133333,0.00499417,-0.085921472,,,,,
2007-12-14,241.5,1159,4.2389,5.3,2.5949,5.83,1467.95,-0.013746212,22.35518152,1.5911,0.225425,0.01928193,0.017394456,,,,,
2007-12-17,234.33,1158.5,4.1488,5.3,2.7372,5.83,1445.9,-0.015020948,22.49153684,1.6812,0.213566667,0.018439155,0.006099495,,,,,
2007-12-18,236.65,1156,4.1217,5.3,2.7166,5.8,1454.98,0.006279826,22.52399028,1.6783,0.215283333,0.015794908,0.001442918,,,,,
2007-12-20,234.4,1159.5,4.0545,5.31,2.3706,5.8,1460.12,0.003532695,21.67826173,1.7455,0.24495,0.017417628,-0.037547901,,,,,
2007-12-21,239.6,1166,4.1757,5.31,2.3934,5.79,1484.46,0.016669863,22.30111852,1.6143,0.24305,0.021641987,0.02873186,,,,,
2007-12-24,245.14,1172.3,4.2144,5.32,2.6505,5.79,1496.45,0.008077011,21.51789163,1.5756,0.222458333,0.02497071,-0.03512052,,,,,
2007-12-26,243.48,1172.5,4.2798,5.32,2.9536,5.75,1497.66,0.00080858,21.50800478,1.4702,0.1972,0.023333755,-0.000459471,,,,,
2007-12-27,243.38,1171,4.1998,5.32,2.8401,5.72,1476.37,-0.01421551,21.6067481,1.5202,0.206658333,0.02051043,0.004591004,,,,,
2007-12-28,241.27,1164,4.076,5.32,2.4954,5.7,1478.49,0.001435954,19.79551488,1.624,0.235383333,0.013262068,-0.083827201,,,,,
2008-01-02,235.3,1156.5,3.9089,5.33,2.974,5.7,1447.16,-0.021190539,20.78495099,1.7911,0.196333333,0.00548605,0.049982843,,,,,
2008-01-03,234.67,1159.5,3.8956,5.34,3.2001,5.83,1447.16,0,18.28524534,1.9344,0.178325,0.006912482,-0.120265169,,,,,
2008-01-04,235.77,1153.8,3.8736,5.35,3.2203,5.81,1411.63,-0.024551535,19.98823762,1.9364,0.177475,0.001080209,0.093134779,,,,,
2008-01-07,231,1144,3.8349,5.36,3.2756,5.86,1416.18,0.003223224,19.78643489,2.0251,0.1737,-0.007960596,-0.010096075,,,,,
2008-01-08,230.34,1149.5,3.7832,5.36,3.334,5.98,1390.19,-0.018352187,20.51933881,2.1968,0.168833333,-0.003407229,0.037040726,,,,,
2008-01-09,232.53,1156,3.8206,5.36,3.4023,6.01,1409.13,0.013624037,21.17080113,2.1894,0.163141667,0.001468416,0.0317487,,,,,
2008-01-10,229.47,1158,3.895,5.37,3.3841,5.95,1420.33,0.007948167,20.61569664,2.055,0.165491667,0.002441178,-0.026220288,,,,,
2008-01-11,224.41,1158,3.7929,5.37,3.2203,5.7,1401.02,-0.013595432,20.05600342,1.9071,0.179141667,0.001379275,-0.027148887,,,,,
2008-01-14,222.81,1163.5,3.7769,5.37,3.199,5.66,1416.25,0.010870651,20.61589976,1.8831,0.180916667,0.004832003,0.027916646,,,,,
2008-01-15,220.91,1164.5,3.6667,5.37,3.1528,5.59,1380.95,-0.024924978,21.59382345,1.9233,0.184766667,0.004567786,0.047435411,,,,,
2008-01-16,215.87,1161,3.7373,5.37,3.1391,5.46,1373.2,-0.005612079,20.26997162,1.7227,0.185908333,0.000728351,-0.061306967,,,,,
2008-01-17,218.83,1168,3.6257,5.37,3.0061,5.46,1333.25,-0.02909263,21.76948748,1.8343,0.196991667,0.006371677,0.073977206,,,,,
2008-01-18,219.87,1177.5,3.6325,5.37,2.6128,5.39,1325.19,-0.006045378,21.66502913,1.7575,0.229766667,0.013727288,-0.004798384,,,,,
2008-01-21,213.6,1182,3.6325,5.37,2.6128,5.36,1325.19,0,21.51150182,1.7275,0.229766667,0.01646379,-0.007086412,,,,,
2008-01-22,204.55,1181,3.4396,5.37,2.0945,5.37,1310.5,-0.011085203,21.32204809,1.9304,0.272958333,0.01466583,-0.00880709,,,,,
2008-01-23,207.23,1181.5,3.61,5.37,1.9288,5.32,1338.6,0.021442198,22.79752209,1.71,0.286766667,0.01441996,0.06919945,,,,,
2008-01-24,211.2,1185.5,3.7074,5.37,2.1844,5.29,1352.07,0.010062752,23.14995598,1.5826,0.265466667,0.017277849,0.015459307,,,,,
2008-01-25,215.06,1181,3.5632,5.37,2.0848,5.4,1330.6,-0.015879355,22.37407592,1.8368,0.273766667,0.013046947,-0.033515401,,,,,
2008-01-28,206.52,1177,3.5825,5.37,2.0768,5.26,1353.97,0.017563505,23.24598385,1.6775,0.274433333,0.009356053,0.038969561,,,,,
2008-01-29,208.8,1180.5,3.6797,5.36,2.0538,5.24,1362.3,0.006152278,23.4599915,1.5603,0.275516667,0.011641808,0.009206221,,,,,
2008-01-30,203.5,1184,3.6712,5.35,1.7868,5.28,1355.81,-0.004764002,23.19194934,1.6088,0.296933333,0.013447004,-0.011425501,,,,,
2008-01-31,207.77,1177.5,3.5986,5.34,1.5905,5.23,1378.55,0.016772262,24.16487428,1.6314,0.312458333,0.007107485,0.041950977,,,,,
2008-02-01,209.08,1171,3.5889,5.33,1.7941,5.25,1395.42,0.012237496,23.80175101,1.6611,0.294658333,0.000811931,-0.015026905,,,,,
2008-02-04,216.23,1176.5,3.6472,5.32,2.1226,5.25,1380.82,-0.0104628,23.98293573,1.6028,0.26645,0.004118036,0.007612243,,,,,
2008-02-05,216.91,1170.5,3.5729,5.31,2.0869,5.32,1336.64,-0.031995481,24.93551134,1.7471,0.268591667,-0.00189729,0.039718891,,,,,
2008-02-11,208.92,1166,3.6127,5.31,2.3445,5.32,1339.13,0.00186288,24.90319207,1.7073,0.247125,-0.006158239,-0.001296114,,,,,
2008-02-12,209.01,1168.5,3.6645,5.3,2.4946,5.3,1348.86,0.007265911,24.4416941,1.6355,0.233783333,-0.004472843,-0.018531679,,,,,
2008-02-13,207.56,1173,3.732,5.29,2.4855,5.23,1367.21,0.01360408,24.44023695,1.498,0.233708333,-0.001277139,-5.96E-05,,,,,
2008-02-14,216.2,1189.5,3.8201,5.29,2.4904,5.24,1348.86,-0.013421493,24.5442079,1.4199,0.2333,0.011651641,0.004254089,,,,,
2008-02-15,215.38,1189.5,3.7723,5.26,2.3729,5.22,1349.99,0.000837744,24.226185,1.4477,0.240591667,0.010577291,-0.012957146,,,,,
2008-02-18,215.46,1200,3.7723,5.23,2.3729,5.22,1349.99,0,23.83229711,1.4477,0.238091667,0.017811705,-0.016258767,,,,,
2008-02-19,218.37,1200.2,3.8949,5.2,2.3724,5.24,1348.78,-0.000896303,22.41198862,1.3451,0.235633333,0.016593117,-0.059595954,,,,,
2008-02-20,213.84,1199.5,3.8949,5.19,2.3722,5.28,1360.03,0.008340871,22.5625757,1.3851,0.234816667,0.015054455,0.006719041,,,,,
2008-02-21,216.38,1206.5,3.7706,5.18,2.3322,5.3,1342.53,-0.012867363,20.67036646,1.5294,0.237316667,0.01992079,-0.083864948,,,,,
2008-02-22,213.73,1212.5,3.8006,5.17,2.3194,5.31,1353.11,0.007880643,20.68689773,1.5094,0.23755,0.023630024,0.000799757,,,,,
2008-02-25,217.07,1204,3.8993,5.16,2.3419,5.3,1371.8,0.013812624,21.1279113,1.4007,0.234841667,0.01548959,0.021318497,,,,,
2008-02-26,217.22,1214,3.8606,5.15,2.2806,5.31,1381.29,0.006917918,20.6991922,1.4494,0.239116667,0.022694725,-0.020291599,,,,,
2008-02-27,218.87,1215,3.85,5.14,2.1896,5.28,1380.02,-0.00091943,19.59451848,1.43,0.245866667,0.022073421,-0.053367963,,,,,
2008-02-28,220.59,1211.5,3.6687,5.14,2.0492,5.27,1367.68,-0.008941899,19.64879119,1.6013,0.257566667,0.017652469,0.00276979,,,,,
2008-02-29,216.85,1206.5,3.5111,5.14,2.0772,5.24,1330.63,-0.02708967,21.09016687,1.7289,0.255233333,0.012347026,0.073356965,,,,,
2008-03-03,211.73,1216.5,3.5505,5.13,1.9953,5.19,1331.34,0.000533582,20.16386034,1.6395,0.261225,0.019347919,-0.043921252,,,,,
2008-03-04,212.14,1213.5,3.6204,5.13,2.041,5.17,1326.75,-0.003447654,20.0344029,1.5496,0.257416667,0.01530275,-0.006420271,,,,,
2008-03-05,212.14,1199,3.6927,5.13,1.9372,5.19,1333.7,0.005238364,20.10225145,1.4973,0.266066667,0.001997309,0.003386602,,,,,
2008-03-06,214.92,1197.5,3.5845,5.12,1.7357,5.22,1304.34,-0.022013946,20.34835646,1.6355,0.282025,-0.000133594,0.012242659,,,,,
2008-03-07,210.57,1205,3.5317,5.12,1.6694,5.26,1293.37,-0.008410384,19.75326036,1.7283,0.28755,0.004681566,-0.029245414,,,,,
2008-03-10,206.29,1203,3.4577,5.11,1.6768,5.34,1273.37,-0.015463479,20.039124,1.8823,0.2861,0.001469321,0.014471719,,,,,
2008-03-11,208.06,1206,3.594,5.11,1.8219,5.36,1320.65,0.037129821,21.85854622,1.766,0.274008333,0.002402108,0.090793501,,,,,
2008-03-12,210.49,1204.5,3.4726,5.11,1.6466,5.36,1308.77,-0.00899557,22.02854439,1.8874,0.288616667,-0.000153567,0.007777195,,,,,
2008-03-13,204.42,1202.5,3.5364,5.12,1.5701,5.4,1315.48,0.005126951,21.94454505,1.8636,0.295825,-0.002352043,-0.003813204,,,,,
2008-03-14,202.63,1209,3.451,5.12,1.1778,5.42,1288.14,-0.020783288,22.27314889,1.969,0.328516667,0.002229941,0.014974284,,,,,
2008-03-17,199.68,1217,3.3098,5.13,0.9232,5.47,1276.6,-0.008958654,22.06343463,2.1602,0.350566667,0.008151364,-0.009415564,,,,,
2008-03-18,201.79,1198.5,3.4894,5.14,0.9232,5.47,1330.74,0.042409525,26.77936703,1.9806,0.3514,-0.00710395,0.213744255,,,,,
2008-03-19,206.48,1197.5,3.3375,5.14,1.0659,5.41,1298.42,-0.024287239,27.95857071,2.0725,0.339508333,-0.007850204,0.044034039,,,,,
2008-03-20,206.62,1202.5,3.3309,5.14,0.8037,5.5,1329.51,0.023944486,29.26927154,2.1691,0.361358333,-0.0035425,0.046880108,,,,,
2008-03-21,209.69,1208,3.3309,5.14,0.8037,5.37,1329.51,0,29.10284654,2.0391,0.361358333,0.001201774,-0.005685997,,,,,
2008-03-24,211,1208.5,3.5601,5.15,0.6077,5.48,1349.88,0.015321434,29.27186843,1.9199,0.378525,0.00142943,0.005807745,,,,,
2008-03-25,213.73,1215,3.5053,5.15,0.6331,5.52,1352.99,0.002303908,29.16170169,2.0147,0.376408333,0.006773973,-0.00376357,,,,,
2008-03-26,214.41,1227,3.464,5.16,1.27,5.44,1341.13,-0.008765771,28.89280924,1.976,0.324166667,0.016212187,-0.009220739,,,,,
2008-03-27,213.85,1229.5,3.5317,5.16,1.2775,5.41,1325.76,-0.011460485,28.9677522,1.8783,0.323541667,0.017524259,0.002593827,,,,,
2008-03-28,217.22,1233,3.4461,5.16,1.2575,5.34,1315.22,-0.007950157,29.04248163,1.8939,0.325208333,0.019303104,0.002579746,,,,,
2008-03-31,217.65,1231.5,3.4105,5.17,1.18,5.26,1322.7,0.005687261,29.04645026,1.8495,0.3325,0.017432254,0.000136649,,,,,
2008-04-01,217.81,1232.5,3.5573,5.17,1.5265,5.23,1370.18,0.035896273,30.15271209,1.6727,0.303625,0.017459859,0.038085956,,,,,
2008-04-02,223.76,1234.5,3.6001,5.17,1.56,5.27,1367.53,-0.001934052,30.17378602,1.6699,0.300833333,0.017619784,0.000698907,,,,,
2008-04-03,226.99,1241,3.5792,5.17,1.5701,5.23,1369.31,0.001301617,30.12518119,1.6508,0.299991667,0.021147042,-0.00161083,,,,,
2008-04-04,226.95,1236.5,3.4713,5.17,1.5114,5.26,1370.4,0.000796021,30.09841461,1.7887,0.304883333,0.016127375,-0.000888512,,,,,
2008-04-07,227.79,1236.5,3.5412,5.17,1.4094,5.27,1372.54,0.001561588,28.93226981,1.7288,0.313383333,0.014730622,-0.038744393,,,,,
2008-04-08,225.1,1228,3.5602,5.17,1.31,5.22,1365.54,-0.005100034,28.80420966,1.6598,0.321666667,0.006846226,-0.004426205,,,,,
2008-04-10,226.44,1215.5,3.5413,5.17,0.8978,5.13,1360.55,-0.003654232,28.18485779,1.5887,0.356016667,-0.003851828,-0.02150213,,,,,
2008-04-11,228.8,1207,3.4732,5.17,0.8876,5.1,1332.83,-0.020374113,26.54019368,1.6268,0.356866667,-0.011000266,-0.058352755,,,,,
2008-04-14,224.54,1205,3.5157,5.17,0.8316,5.13,1328.32,-0.003383777,26.36539014,1.6143,0.361533333,-0.012477207,-0.00658637,,,,,
2008-04-15,223.51,1208.5,3.5994,5.17,0.7196,5.13,1334.43,0.004599795,26.3556209,1.5306,0.370866667,-0.009263814,-0.000370533,,,,,
2008-04-16,225.36,1215,3.6828,5.17,0.8368,5.11,1364.71,0.022691336,26.19389977,1.4272,0.3611,-0.004608295,-0.006136115,,,,,
2008-04-17,226.98,1201,3.7311,5.16,0.9156,5.13,1365.56,0.000622843,25.87849241,1.3989,0.3537,-0.016218873,-0.012041252,,,,,
2008-04-18,227.25,1194,3.71,5.16,0.8673,5.15,1390.33,0.018139078,22.55508897,1.44,0.357725,-0.021612209,-0.128423379,,,,,
2008-04-21,231.11,1187.5,3.7294,5.16,0.7425,5.18,1388.17,-0.001553588,20.59177199,1.4506,0.368125,-0.026120474,-0.08704541,,,,,
